Delta, Rate, Expect, Margin
1, 51.61%, 101.44%, 1.44%
2, 52.52%, 102.05%, 1.03%
3, 50.46%, 102.62%, 0.87%
4, 50.00%, 102.94%, 0.73%
5, 51.15%, 103.00%, 0.60%
6, 49.08%, 103.23%, 0.54%
7, 49.89%, 103.33%, 0.48%
8, 47.70%, 103.70%, 0.46%
9, 47.34%, 104.03%, 0.45%
10, 47.11%, 104.44%, 0.44%
11, 47.81%, 104.91%, 0.45%
12, 49.42%, 105.05%, 0.42%
13, 49.42%, 105.24%, 0.40%
14, 48.73%, 105.58%, 0.40%
15, 48.50%, 105.81%, 0.39%
16, 48.15%, 105.96%, 0.37%
17, 47.10%, 106.19%, 0.36%
18, 47.80%, 106.22%, 0.35%
19, 47.33%, 106.38%, 0.34%
20, 46.87%, 106.70%, 0.34%
21, 48.96%, 106.66%, 0.32%
22, 48.96%, 106.78%, 0.31%
23, 48.72%, 106.88%, 0.30%
24, 49.65%, 106.89%, 0.29%
25, 49.42%, 107.02%, 0.28%
26, 49.65%, 107.02%, 0.27%
27, 49.19%, 107.26%, 0.27%
28, 51.04%, 107.07%, 0.25%
29, 51.74%, 106.99%, 0.24%
Stock SH603861
1, 51.23%, 101.58%, 1.58%
2, 52.05%, 102.52%, 1.26%
3, 51.40%, 103.22%, 1.07%
4, 51.56%, 103.85%, 0.96%
5, 50.66%, 104.30%, 0.86%
6, 51.40%, 104.46%, 0.74%
7, 49.83%, 104.94%, 0.71%
8, 47.93%, 105.56%, 0.70%
9, 49.34%, 105.96%, 0.66%
10, 48.42%, 106.55%, 0.65%
11, 47.76%, 107.14%, 0.65%
12, 48.26%, 107.46%, 0.62%
13, 48.26%, 107.78%, 0.60%
14, 47.43%, 108.14%, 0.58%
15, 47.93%, 108.21%, 0.55%
16, 47.76%, 108.61%, 0.54%
17, 46.60%, 109.09%, 0.53%
18, 46.43%, 109.37%, 0.52%
19, 46.43%, 109.72%, 0.51%
20, 46.93%, 110.01%, 0.50%
21, 46.93%, 110.30%, 0.49%
22, 47.76%, 110.18%, 0.46%
23, 47.93%, 110.26%, 0.45%
24, 47.76%, 110.31%, 0.43%
25, 47.93%, 110.22%, 0.41%
26, 47.93%, 110.24%, 0.39%
27, 48.59%, 110.10%, 0.37%
28, 47.34%, 110.32%, 0.37%
29, 46.76%, 110.46%, 0.36%
Stock SH603863
1, 50.36%, 101.39%, 1.39%
2, 48.55%, 102.41%, 1.20%
3, 51.81%, 103.15%, 1.05%
4, 50.00%, 103.87%, 0.97%
5, 52.54%, 103.87%, 0.77%
6, 50.36%, 104.29%, 0.72%
7, 48.55%, 104.60%, 0.66%
8, 49.28%, 104.68%, 0.58%
9, 47.83%, 104.90%, 0.54%
10, 48.91%, 105.03%, 0.50%
11, 49.64%, 105.25%, 0.48%
12, 48.55%, 105.71%, 0.48%
13, 47.10%, 106.02%, 0.46%
14, 47.83%, 106.15%, 0.44%
15, 46.74%, 106.47%, 0.43%
16, 46.74%, 106.52%, 0.41%
17, 47.10%, 106.41%, 0.38%
18, 46.74%, 106.44%, 0.36%
19, 46.01%, 106.32%, 0.33%
20, 45.29%, 106.25%, 0.31%
21, 43.84%, 106.45%, 0.31%
22, 42.03%, 106.79%, 0.31%
23, 41.30%, 106.89%, 0.30%
24, 42.39%, 106.74%, 0.28%
25, 43.12%, 106.67%, 0.27%
26, 44.93%, 106.44%, 0.25%
27, 42.75%, 106.67%, 0.25%
28, 40.94%, 106.76%, 0.24%
29, 39.13%, 106.78%, 0.23%
Stock SH603866
1, 51.09%, 101.77%, 1.77%
2, 50.84%, 102.59%, 1.29%
3, 54.87%, 102.95%, 0.98%
4, 53.36%, 103.59%, 0.90%
5, 54.53%, 104.05%, 0.81%
6, 52.18%, 104.63%, 0.77%
7, 52.18%, 105.01%, 0.72%
8, 52.18%, 105.29%, 0.66%
9, 50.67%, 105.77%, 0.64%
10, 52.01%, 106.05%, 0.60%
11, 52.01%, 106.37%, 0.58%
12, 53.19%, 106.46%, 0.54%
13, 52.52%, 106.77%, 0.52%
14, 53.02%, 107.04%, 0.50%
15, 52.77%, 107.36%, 0.49%
16, 53.20%, 107.35%, 0.46%
17, 54.13%, 107.30%, 0.43%
18, 54.30%, 107.43%, 0.41%
19, 54.13%, 107.46%, 0.39%
20, 54.30%, 107.52%, 0.38%
21, 53.46%, 107.78%, 0.37%
22, 52.95%, 108.05%, 0.37%
23, 52.53%, 108.31%, 0.36%
24, 52.12%, 108.46%, 0.35%
25, 51.86%, 108.57%, 0.34%
26, 50.59%, 108.88%, 0.34%
27, 48.81%, 109.20%, 0.34%
28, 48.89%, 109.25%, 0.33%
29, 47.87%, 109.46%, 0.33%
Stock SH603867
1, 57.94%, 101.96%, 1.96%
2, 59.13%, 103.22%, 1.61%
3, 60.32%, 104.06%, 1.35%
4, 54.76%, 104.94%, 1.23%
5, 54.37%, 105.36%, 1.07%
6, 53.57%, 105.96%, 0.99%
7, 52.78%, 106.52%, 0.93%
8, 50.40%, 107.40%, 0.93%
9, 50.00%, 108.23%, 0.91%
10, 46.83%, 109.81%, 0.98%
11, 48.02%, 110.65%, 0.97%
12, 50.00%, 110.86%, 0.91%
13, 48.41%, 111.60%, 0.89%
14, 50.40%, 111.45%, 0.82%
15, 53.57%, 110.85%, 0.72%
16, 54.37%, 111.04%, 0.69%
17, 56.35%, 110.99%, 0.65%
18, 55.95%, 111.59%, 0.64%
19, 55.56%, 112.07%, 0.64%
20, 57.94%, 112.31%, 0.62%
21, 59.13%, 112.48%, 0.59%
22, 57.54%, 112.86%, 0.58%
23, 57.14%, 112.96%, 0.56%
24, 60.32%, 112.03%, 0.50%
25, 59.92%, 112.15%, 0.49%
26, 59.13%, 112.29%, 0.47%
27, 60.32%, 112.34%, 0.46%
28, 59.76%, 112.47%, 0.45%
29, 63.20%, 111.92%, 0.41%
Stock SH603868
1, 48.84%, 101.53%, 1.53%
2, 50.00%, 102.26%, 1.13%
3, 48.18%, 102.83%, 0.94%
4, 51.32%, 102.97%, 0.74%
5, 49.50%, 103.29%, 0.66%
6, 48.51%, 103.47%, 0.58%
7, 48.59%, 103.77%, 0.54%
8, 47.51%, 104.20%, 0.52%
9, 47.92%, 104.53%, 0.50%
10, 48.67%, 104.81%, 0.48%
11, 48.75%, 105.00%, 0.45%
12, 47.66%, 105.27%, 0.44%
13, 48.91%, 105.39%, 0.41%
14, 50.50%, 105.46%, 0.39%
15, 48.91%, 105.84%, 0.39%
16, 49.83%, 106.00%, 0.37%
17, 50.25%, 106.23%, 0.37%
18, 48.90%, 106.57%, 0.37%
19, 47.22%, 106.98%, 0.37%
20, 46.54%, 107.29%, 0.36%
21, 47.22%, 107.37%, 0.35%
22, 48.23%, 107.51%, 0.34%
23, 49.58%, 107.59%, 0.33%
24, 48.40%, 107.94%, 0.33%
25, 48.14%, 108.14%, 0.33%
26, 47.38%, 108.39%, 0.32%
27, 48.81%, 108.33%, 0.31%
28, 49.07%, 108.45%, 0.30%
29, 48.39%, 108.72%, 0.30%
Stock SH603869
1, 48.65%, 101.88%, 1.88%
2, 45.80%, 103.12%, 1.56%
3, 50.36%, 103.70%, 1.23%
4, 49.93%, 104.45%, 1.11%
5, 49.22%, 105.01%, 1.00%
6, 49.93%, 105.41%, 0.90%
7, 47.86%, 106.17%, 0.88%
8, 49.22%, 106.56%, 0.82%
9, 48.14%, 107.39%, 0.82%
10, 47.93%, 107.92%, 0.79%
11, 49.14%, 108.19%, 0.74%
12, 48.35%, 108.88%, 0.74%
13, 46.05%, 109.85%, 0.76%
14, 47.35%, 110.01%, 0.72%
15, 46.70%, 110.50%, 0.70%
16, 48.35%, 110.42%, 0.65%
17, 47.12%, 111.03%, 0.65%
18, 47.76%, 111.21%, 0.62%
19, 47.04%, 111.85%, 0.62%
20, 47.04%, 112.16%, 0.61%
21, 48.48%, 112.10%, 0.58%
22, 48.77%, 112.35%, 0.56%
23, 49.06%, 112.63%, 0.55%
24, 48.20%, 113.06%, 0.54%
25, 47.76%, 113.19%, 0.53%
26, 47.91%, 113.08%, 0.50%
27, 48.20%, 113.08%, 0.48%
28, 46.75%, 113.34%, 0.48%
29, 46.32%, 113.36%, 0.46%
Stock SH603871
1, 52.96%, 101.60%, 1.60%
2, 50.99%, 102.47%, 1.24%
3, 53.20%, 102.94%, 0.98%
4, 52.71%, 103.43%, 0.86%
5, 50.37%, 103.90%, 0.78%
6, 50.00%, 104.09%, 0.68%
7, 48.39%, 104.41%, 0.63%
8, 50.00%, 104.60%, 0.57%
9, 47.63%, 105.24%, 0.58%
10, 48.50%, 105.44%, 0.54%
11, 49.00%, 105.51%, 0.50%
12, 48.25%, 105.60%, 0.47%
13, 46.75%, 105.80%, 0.45%
14, 46.00%, 106.05%, 0.43%
15, 46.75%, 106.01%, 0.40%
16, 45.75%, 106.35%, 0.40%
17, 45.25%, 106.66%, 0.39%
18, 45.00%, 106.85%, 0.38%
19, 45.00%, 107.22%, 0.38%
20, 44.25%, 107.65%, 0.38%
21, 43.75%, 107.96%, 0.38%
22, 45.50%, 107.90%, 0.36%
23, 45.50%, 108.23%, 0.36%
24, 45.25%, 108.58%, 0.36%
25, 45.50%, 108.94%, 0.36%
26, 46.25%, 109.09%, 0.35%
27, 45.25%, 109.52%, 0.35%
28, 43.50%, 110.34%, 0.37%
29, 42.75%, 111.05%, 0.38%
Stock SH603876
1, 52.72%, 102.14%, 2.14%
2, 51.73%, 103.35%, 1.68%
3, 52.23%, 104.19%, 1.40%
4, 51.24%, 104.81%, 1.20%
5, 51.36%, 105.21%, 1.04%
6, 51.74%, 105.47%, 0.91%
7, 49.63%, 106.01%, 0.86%
8, 49.00%, 106.46%, 0.81%
9, 47.87%, 107.01%, 0.78%
10, 45.98%, 107.87%, 0.79%
11, 45.98%, 108.57%, 0.78%
12, 44.72%, 109.58%, 0.80%
13, 45.98%, 110.03%, 0.77%
14, 45.48%, 110.81%, 0.77%
15, 45.48%, 111.39%, 0.76%
16, 43.72%, 112.38%, 0.77%
17, 41.71%, 113.42%, 0.79%
18, 40.70%, 114.04%, 0.78%
19, 39.70%, 114.73%, 0.78%
20, 39.70%, 114.77%, 0.74%
21, 40.45%, 114.66%, 0.70%
22, 41.46%, 114.52%, 0.66%
23, 42.21%, 114.84%, 0.65%
24, 42.46%, 115.05%, 0.63%
25, 43.72%, 114.99%, 0.60%
26, 43.72%, 115.18%, 0.58%
27, 44.72%, 115.40%, 0.57%
28, 44.72%, 115.78%, 0.56%
29, 45.48%, 115.73%, 0.54%
Stock SH603877
1, 44.63%, 101.97%, 1.97%
2, 47.17%, 103.07%, 1.53%
3, 46.50%, 103.85%, 1.28%
4, 47.64%, 104.34%, 1.09%
5, 47.07%, 104.81%, 0.96%
6, 44.42%, 105.30%, 0.88%
7, 43.94%, 105.45%, 0.78%
8, 46.68%, 105.24%, 0.66%
9, 46.77%, 105.63%, 0.63%
10, 44.57%, 106.29%, 0.63%
11, 44.85%, 106.50%, 0.59%
12, 43.59%, 106.86%, 0.57%
13, 42.34%, 107.26%, 0.56%
14, 42.03%, 107.50%, 0.54%
15, 42.50%, 107.60%, 0.51%
16, 43.16%, 107.75%, 0.48%
17, 41.51%, 108.50%, 0.50%
18, 39.85%, 109.16%, 0.51%
19, 39.15%, 109.60%, 0.51%
20, 40.39%, 109.74%, 0.49%
21, 39.88%, 110.07%, 0.48%
22, 41.52%, 110.05%, 0.46%
23, 40.62%, 110.60%, 0.46%
24, 41.10%, 110.75%, 0.45%
25, 41.68%, 111.09%, 0.44%
26, 42.07%, 111.44%, 0.44%
27, 42.47%, 111.52%, 0.43%
28, 41.10%, 112.09%, 0.43%
29, 40.12%, 112.56%, 0.43%
Stock SH603878
1, 51.06%, 101.36%, 1.36%
2, 48.23%, 102.15%, 1.08%
3, 49.47%, 102.53%, 0.84%
4, 48.94%, 102.95%, 0.74%
5, 48.06%, 103.26%, 0.65%
6, 47.17%, 103.55%, 0.59%
7, 46.11%, 103.77%, 0.54%
8, 44.17%, 104.09%, 0.51%
9, 43.64%, 104.30%, 0.48%
10, 42.40%, 104.78%, 0.48%
11, 43.46%, 104.77%, 0.43%
12, 42.76%, 104.95%, 0.41%
13, 42.48%, 105.21%, 0.40%
14, 41.49%, 105.52%, 0.39%
15, 41.92%, 105.71%, 0.38%
16, 41.56%, 106.09%, 0.38%
17, 42.27%, 106.28%, 0.37%
18, 42.63%, 106.46%, 0.36%
19, 42.27%, 106.79%, 0.36%
20, 42.81%, 106.98%, 0.35%
21, 42.63%, 107.13%, 0.34%
22, 42.27%, 107.26%, 0.33%
23, 42.45%, 107.33%, 0.32%
24, 42.63%, 107.46%, 0.31%
25, 42.45%, 107.59%, 0.30%
26, 41.74%, 107.88%, 0.30%
27, 42.98%, 107.88%, 0.29%
28, 42.81%, 108.20%, 0.29%
29, 43.34%, 108.38%, 0.29%
Stock SH603879
1, 49.57%, 101.90%, 1.90%
2, 48.37%, 102.88%, 1.44%
3, 49.13%, 103.70%, 1.23%
4, 50.54%, 104.28%, 1.07%
5, 52.40%, 104.68%, 0.94%
6, 54.27%, 105.09%, 0.85%
7, 54.27%, 105.48%, 0.78%
8, 53.17%, 106.01%, 0.75%
9, 51.20%, 106.58%, 0.73%
10, 48.58%, 107.34%, 0.73%
11, 47.70%, 107.84%, 0.71%
12, 47.92%, 108.12%, 0.68%
13, 49.23%, 108.23%, 0.63%
14, 48.80%, 108.52%, 0.61%
15, 47.05%, 108.92%, 0.59%
16, 44.86%, 109.52%, 0.59%
17, 43.76%, 109.89%, 0.58%
18, 44.42%, 109.94%, 0.55%
19, 43.11%, 110.80%, 0.57%
20, 43.54%, 111.14%, 0.56%
21, 43.11%, 111.80%, 0.56%
22, 43.33%, 112.16%, 0.55%
23, 44.42%, 112.19%, 0.53%
24, 43.98%, 112.57%, 0.52%
25, 43.98%, 112.78%, 0.51%
26, 44.64%, 112.86%, 0.49%
27, 44.64%, 113.09%, 0.48%
28, 42.89%, 113.86%, 0.49%
29, 43.54%, 114.07%, 0.49%
Stock SH603880
1, 50.10%, 101.90%, 1.90%
2, 43.63%, 103.34%, 1.67%
3, 46.56%, 103.83%, 1.28%
4, 45.09%, 104.38%, 1.09%
5, 43.42%, 104.96%, 0.99%
6, 43.10%, 105.43%, 0.91%
7, 45.49%, 105.59%, 0.80%
8, 43.07%, 106.25%, 0.78%
9, 43.37%, 106.61%, 0.73%
10, 44.09%, 107.07%, 0.71%
11, 43.46%, 107.67%, 0.70%
12, 43.88%, 107.75%, 0.65%
13, 43.46%, 107.97%, 0.61%
14, 43.04%, 108.05%, 0.58%
15, 42.41%, 107.91%, 0.53%
16, 39.87%, 108.32%, 0.52%
17, 37.97%, 108.55%, 0.50%
18, 37.34%, 108.48%, 0.47%
19, 37.97%, 108.43%, 0.44%
20, 37.34%, 109.10%, 0.45%
21, 35.65%, 109.99%, 0.48%
22, 36.50%, 110.30%, 0.47%
23, 35.23%, 111.29%, 0.49%
24, 34.39%, 112.14%, 0.51%
25, 33.12%, 112.62%, 0.50%
26, 32.91%, 112.73%, 0.49%
27, 32.49%, 113.09%, 0.48%
28, 32.70%, 113.21%, 0.47%
29, 34.39%, 113.01%, 0.45%
Stock SH603881
1, 52.38%, 102.14%, 2.14%
2, 50.67%, 103.44%, 1.72%
3, 52.38%, 104.27%, 1.42%
4, 51.62%, 105.11%, 1.28%
5, 49.71%, 106.09%, 1.22%
6, 48.95%, 106.81%, 1.14%
7, 51.34%, 106.86%, 0.98%
8, 48.57%, 107.56%, 0.95%
9, 49.43%, 107.95%, 0.88%
10, 48.75%, 108.48%, 0.85%
11, 49.33%, 108.91%, 0.81%
12, 49.52%, 109.39%, 0.78%
13, 49.71%, 109.79%, 0.75%
14, 48.94%, 110.21%, 0.73%
15, 48.56%, 110.58%, 0.71%
16, 47.79%, 110.98%, 0.69%
17, 46.64%, 111.43%, 0.67%
18, 47.41%, 111.26%, 0.63%
19, 48.18%, 111.02%, 0.58%
20, 46.26%, 111.64%, 0.58%
21, 45.49%, 112.15%, 0.58%
22, 46.07%, 112.41%, 0.56%
23, 46.26%, 112.59%, 0.55%
24, 45.87%, 112.80%, 0.53%
25, 43.95%, 113.56%, 0.54%
26, 42.99%, 114.08%, 0.54%
27, 43.57%, 114.30%, 0.53%
28, 42.03%, 115.04%, 0.54%
29, 42.99%, 115.07%, 0.52%
Stock SH603882
1, 50.00%, 102.33%, 2.33%
2, 48.65%, 103.74%, 1.87%
3, 49.14%, 104.82%, 1.61%
4, 51.60%, 105.33%, 1.33%
5, 51.11%, 105.89%, 1.18%
6, 51.35%, 106.45%, 1.07%
7, 52.96%, 106.92%, 0.99%
8, 52.84%, 107.57%, 0.95%
9, 52.97%, 108.21%, 0.91%
10, 52.36%, 108.85%, 0.89%
11, 53.48%, 109.43%, 0.86%
12, 51.37%, 110.44%, 0.87%
13, 51.75%, 110.79%, 0.83%
14, 51.50%, 111.25%, 0.80%
15, 52.00%, 111.63%, 0.78%
16, 51.75%, 111.84%, 0.74%
17, 52.75%, 111.73%, 0.69%
18, 51.50%, 112.23%, 0.68%
19, 51.75%, 112.44%, 0.65%
20, 52.25%, 112.68%, 0.63%
21, 52.25%, 113.11%, 0.62%
22, 52.50%, 113.58%, 0.62%
23, 51.75%, 114.40%, 0.63%
24, 51.38%, 115.08%, 0.63%
25, 50.75%, 115.77%, 0.63%
26, 51.13%, 116.00%, 0.62%
27, 51.52%, 116.18%, 0.60%
28, 51.14%, 116.46%, 0.59%
29, 51.52%, 116.51%, 0.57%
Stock SH603883
1, 47.96%, 102.12%, 2.12%
2, 46.50%, 103.18%, 1.59%
3, 47.81%, 104.04%, 1.35%
4, 48.83%, 104.83%, 1.21%
5, 52.77%, 105.15%, 1.03%
6, 49.56%, 106.07%, 1.01%
7, 51.46%, 106.25%, 0.89%
8, 52.48%, 106.42%, 0.80%
9, 51.97%, 106.86%, 0.76%
10, 51.61%, 107.13%, 0.71%
11, 53.15%, 106.98%, 0.63%
12, 52.49%, 107.25%, 0.60%
13, 52.42%, 107.45%, 0.57%
14, 52.28%, 107.57%, 0.54%
15, 53.30%, 107.60%, 0.51%
16, 53.45%, 107.70%, 0.48%
17, 52.28%, 108.00%, 0.47%
18, 53.24%, 108.18%, 0.45%
19, 51.55%, 108.78%, 0.46%
20, 51.33%, 109.11%, 0.46%
21, 50.66%, 109.53%, 0.45%
22, 50.44%, 109.81%, 0.45%
23, 48.74%, 110.16%, 0.44%
24, 50.45%, 110.04%, 0.42%
25, 50.82%, 110.28%, 0.41%
26, 50.60%, 110.59%, 0.41%
27, 50.22%, 111.05%, 0.41%
28, 51.42%, 111.13%, 0.40%
29, 51.27%, 111.47%, 0.40%
Stock SH603885
1, 47.84%, 101.77%, 1.77%
2, 47.17%, 102.63%, 1.32%
3, 47.04%, 103.33%, 1.11%
4, 46.77%, 103.95%, 0.99%
5, 47.84%, 104.47%, 0.89%
6, 46.23%, 105.03%, 0.84%
7, 47.17%, 105.29%, 0.76%
8, 47.57%, 105.62%, 0.70%
9, 47.71%, 105.90%, 0.66%
10, 48.65%, 106.01%, 0.60%
11, 49.53%, 106.06%, 0.55%
12, 51.22%, 106.00%, 0.50%
13, 49.66%, 106.36%, 0.49%
14, 48.78%, 106.56%, 0.47%
15, 46.54%, 107.01%, 0.47%
16, 45.92%, 107.29%, 0.46%
17, 42.99%, 107.95%, 0.47%
18, 42.92%, 108.04%, 0.45%
19, 40.52%, 108.58%, 0.45%
20, 39.89%, 108.88%, 0.44%
21, 40.08%, 109.06%, 0.43%
22, 41.10%, 109.31%, 0.42%
23, 42.47%, 109.42%, 0.41%
24, 43.29%, 109.57%, 0.40%
25, 43.15%, 109.99%, 0.40%
26, 43.29%, 110.42%, 0.40%
27, 45.34%, 110.29%, 0.38%
28, 46.16%, 110.46%, 0.37%
29, 46.99%, 110.52%, 0.36%
Stock SH603886
1, 48.98%, 101.91%, 1.91%
2, 51.12%, 102.90%, 1.45%
3, 52.89%, 103.72%, 1.24%
4, 55.31%, 104.41%, 1.10%
5, 54.75%, 105.11%, 1.02%
6, 53.26%, 105.88%, 0.98%
7, 55.87%, 106.03%, 0.86%
8, 54.38%, 106.48%, 0.81%
9, 53.26%, 106.90%, 0.77%
10, 53.26%, 107.13%, 0.71%
11, 54.19%, 107.17%, 0.65%
12, 54.19%, 107.37%, 0.61%
13, 53.63%, 107.74%, 0.60%
14, 53.45%, 107.97%, 0.57%
15, 53.26%, 108.27%, 0.55%
16, 54.19%, 108.45%, 0.53%
17, 53.17%, 108.91%, 0.52%
18, 53.83%, 109.04%, 0.50%
19, 54.49%, 109.13%, 0.48%
20, 54.78%, 109.17%, 0.46%
21, 54.70%, 109.21%, 0.44%
22, 54.61%, 109.29%, 0.42%
23, 54.72%, 109.39%, 0.41%
24, 53.88%, 109.64%, 0.40%
25, 52.65%, 109.89%, 0.40%
26, 52.56%, 109.98%, 0.38%
27, 50.76%, 110.37%, 0.38%
28, 49.14%, 110.78%, 0.38%
29, 48.76%, 111.02%, 0.38%
Stock SH603887
1, 48.95%, 101.73%, 1.73%
2, 46.14%, 102.56%, 1.28%
3, 46.84%, 103.19%, 1.06%
4, 47.54%, 103.68%, 0.92%
5, 46.67%, 104.09%, 0.82%
6, 45.61%, 104.39%, 0.73%
7, 42.81%, 104.86%, 0.69%
8, 42.81%, 104.94%, 0.62%
9, 41.58%, 105.34%, 0.59%
10, 41.23%, 105.80%, 0.58%
11, 41.23%, 106.20%, 0.56%
12, 40.88%, 106.66%, 0.55%
13, 40.18%, 107.06%, 0.54%
14, 40.53%, 107.21%, 0.52%
15, 39.82%, 107.60%, 0.51%
16, 39.30%, 107.96%, 0.50%
17, 38.31%, 108.36%, 0.49%
18, 37.26%, 109.01%, 0.50%
19, 38.14%, 109.07%, 0.48%
20, 37.08%, 109.78%, 0.49%
21, 36.91%, 110.18%, 0.48%
22, 37.43%, 110.29%, 0.47%
23, 35.85%, 110.94%, 0.48%
24, 36.03%, 111.06%, 0.46%
25, 34.27%, 111.63%, 0.47%
26, 34.45%, 111.56%, 0.44%
27, 34.45%, 111.45%, 0.42%
28, 33.92%, 111.55%, 0.41%
29, 34.27%, 111.44%, 0.39%
Stock SH603888
1, 50.93%, 101.68%, 1.68%
2, 47.04%, 102.81%, 1.41%
3, 46.19%, 103.70%, 1.23%
4, 44.50%, 104.61%, 1.15%
5, 46.36%, 105.06%, 1.01%
6, 46.87%, 105.55%, 0.93%
7, 49.07%, 105.73%, 0.82%
8, 49.75%, 106.16%, 0.77%
9, 49.15%, 106.64%, 0.74%
10, 48.90%, 107.11%, 0.71%
11, 48.81%, 107.54%, 0.69%
12, 50.26%, 107.61%, 0.63%
13, 50.00%, 107.98%, 0.61%
14, 49.57%, 108.24%, 0.59%
15, 48.46%, 108.43%, 0.56%
16, 48.89%, 108.17%, 0.51%
17, 46.22%, 108.39%, 0.49%
18, 45.27%, 108.38%, 0.47%
19, 45.69%, 108.14%, 0.43%
20, 44.91%, 108.21%, 0.41%
21, 46.19%, 108.00%, 0.38%
22, 44.19%, 108.44%, 0.38%
23, 43.67%, 108.84%, 0.38%
24, 43.50%, 109.22%, 0.38%
25, 43.67%, 109.61%, 0.38%
26, 44.02%, 109.83%, 0.38%
27, 42.81%, 110.42%, 0.39%
28, 42.46%, 110.84%, 0.39%
29, 42.29%, 111.25%, 0.39%
Stock SH603889
1, 46.59%, 101.63%, 1.63%
2, 48.62%, 102.45%, 1.23%
3, 48.33%, 103.20%, 1.07%
4, 49.49%, 103.52%, 0.88%
5, 48.77%, 103.85%, 0.77%
6, 47.82%, 104.22%, 0.70%
7, 46.72%, 104.61%, 0.66%
8, 46.94%, 104.85%, 0.61%
9, 46.86%, 105.29%, 0.59%
10, 46.93%, 105.59%, 0.56%
11, 46.85%, 105.81%, 0.53%
12, 46.92%, 106.10%, 0.51%
13, 46.77%, 106.42%, 0.49%
14, 47.65%, 106.50%, 0.46%
15, 46.63%, 106.77%, 0.45%
16, 45.45%, 106.94%, 0.43%
17, 45.01%, 106.95%, 0.41%
18, 46.19%, 106.88%, 0.38%
19, 47.07%, 106.84%, 0.36%
20, 45.75%, 107.32%, 0.37%
21, 45.75%, 107.46%, 0.36%
22, 43.84%, 107.85%, 0.36%
23, 43.84%, 108.00%, 0.35%
24, 43.84%, 108.06%, 0.34%
25, 43.84%, 108.14%, 0.33%
26, 44.57%, 108.12%, 0.31%
27, 44.93%, 108.05%, 0.30%
28, 44.26%, 108.14%, 0.29%
29, 44.04%, 108.30%, 0.29%
Stock SH603890
1, 46.79%, 102.31%, 2.31%
2, 49.77%, 103.20%, 1.60%
3, 51.61%, 103.94%, 1.31%
4, 51.15%, 104.53%, 1.13%
5, 50.69%, 104.99%, 1.00%
6, 51.26%, 105.20%, 0.87%
7, 49.54%, 105.77%, 0.82%
8, 51.73%, 105.88%, 0.73%
9, 49.54%, 106.77%, 0.75%
10, 49.65%, 107.31%, 0.73%
11, 47.91%, 108.04%, 0.73%
12, 47.55%, 108.53%, 0.71%
13, 46.73%, 109.18%, 0.71%
14, 47.31%, 109.45%, 0.68%
15, 46.14%, 110.12%, 0.67%
16, 45.90%, 110.50%, 0.66%
17, 44.26%, 111.17%, 0.66%
18, 44.96%, 111.14%, 0.62%
19, 45.43%, 110.95%, 0.58%
20, 46.14%, 110.96%, 0.55%
21, 44.50%, 111.42%, 0.54%
22, 45.43%, 111.41%, 0.52%
23, 44.26%, 111.84%, 0.51%
24, 45.67%, 111.59%, 0.48%
25, 44.26%, 112.00%, 0.48%
26, 43.33%, 112.28%, 0.47%
27, 42.62%, 112.52%, 0.46%
28, 43.09%, 112.52%, 0.45%
29, 42.86%, 112.63%, 0.44%
Stock SH603893
1, 50.24%, 102.74%, 2.74%
2, 51.47%, 104.04%, 2.02%
3, 54.41%, 105.44%, 1.81%
4, 49.02%, 107.35%, 1.84%
5, 49.26%, 108.34%, 1.67%
6, 48.02%, 109.55%, 1.59%
7, 47.26%, 110.65%, 1.52%
8, 47.00%, 111.40%, 1.42%
9, 47.24%, 112.14%, 1.35%
10, 44.44%, 113.89%, 1.39%
11, 45.69%, 114.68%, 1.33%
12, 47.45%, 115.61%, 1.30%
13, 47.18%, 117.29%, 1.33%
14, 48.21%, 118.06%, 1.29%
15, 48.21%, 118.84%, 1.26%
16, 47.69%, 119.98%, 1.25%
17, 49.74%, 119.89%, 1.17%
18, 50.77%, 120.14%, 1.12%
19, 50.26%, 121.24%, 1.12%
20, 51.28%, 121.43%, 1.07%
21, 51.28%, 122.29%, 1.06%
22, 52.31%, 122.47%, 1.02%
23, 51.79%, 123.37%, 1.02%
24, 52.31%, 123.69%, 0.99%
25, 53.33%, 123.73%, 0.95%
26, 53.85%, 123.97%, 0.92%
27, 55.90%, 123.55%, 0.87%
28, 56.41%, 124.41%, 0.87%
29, 56.41%, 125.14%, 0.87%
Stock SH603895
1, 53.61%, 101.83%, 1.83%
2, 53.38%, 102.83%, 1.42%
3, 54.31%, 103.53%, 1.18%
4, 54.55%, 104.07%, 1.02%
5, 54.08%, 104.56%, 0.91%
6, 54.91%, 104.84%, 0.81%
7, 53.86%, 105.32%, 0.76%
8, 55.16%, 105.47%, 0.68%
9, 54.59%, 105.82%, 0.65%
10, 56.84%, 106.10%, 0.61%
11, 55.56%, 106.60%, 0.60%
12, 54.74%, 107.08%, 0.59%
13, 54.63%, 107.53%, 0.58%
14, 54.87%, 107.86%, 0.56%
15, 53.68%, 108.19%, 0.55%
16, 52.49%, 108.45%, 0.53%
17, 51.31%, 108.79%, 0.52%
18, 48.46%, 109.31%, 0.52%
19, 47.51%, 109.57%, 0.50%
20, 49.17%, 109.32%, 0.47%
21, 48.93%, 109.45%, 0.45%
22, 48.69%, 109.60%, 0.44%
23, 50.59%, 109.48%, 0.41%
